Medicine_ID,Medicine_Name,Category,Manufacturer,Is_Critical,Month,Opening_Stock,Restock_Qty,Monthly_Demand,Fulfilled_Demand,Stockout_Units,Stockout_Flag,Closing_Stock,Lead_Time_Days,Unit_Cost_INR,Holding_Cost_Percent,Ordering_Cost_INR,Shelf_Life_Months
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2025-10,606,502,602,602,0,No,506,21,541,0.19,240.39,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2025-11,506,501,599,599,0,No,408,21,541,0.19,241.79,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2025-12,408,815,665,665,0,No,558,21,541,0.19,246.71,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2026-01,558,0,732,558,174,Yes,0,21,541,0.19,244.4,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2026-02,0,703,645,645,0,No,58,21,541,0.19,247.1,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2026-03,58,679,591,591,0,No,146,21,541,0.19,248.1,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2026-04,146,0,628,146,482,Yes,0,21,541,0.19,244.57,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2026-05,0,754,641,641,0,No,113,21,541,0.19,250.31,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2026-06,113,677,685,685,0,No,105,21,541,0.19,254.82,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2026-07,105,651,679,679,0,No,77,21,541,0.19,257.22,24
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2025-08,711,819,713,713,0,No,817,21,341.23,0.19,90.72,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2025-09,817,849,848,848,0,No,818,21,341.23,0.19,92.72,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2025-10,818,658,877,877,0,No,599,21,341.23,0.19,94.82,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2025-11,599,647,714,714,0,No,532,21,341.23,0.19,96.01,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2025-12,532,659,847,847,0,No,344,21,341.23,0.19,97.94,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2026-01,344,639,703,703,0,No,280,21,341.23,0.19,98.88,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2026-02,280,1011,841,841,0,No,450,21,341.23,0.19,98.88,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2026-03,450,510,678,678,0,No,282,21,341.23,0.19,98.88,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2026-04,282,773,731,731,0,No,324,21,341.23,0.19,98.88,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2026-05,324,0,813,324,489,Yes,0,21,341.23,0.19,96.93,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2026-06,0,1057,857,857,0,No,200,21,341.23,0.19,98.88,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2026-07,200,823,826,826,0,No,197,21,341.23,0.19,98.88,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2025-08,1472,7445,7418,7418,0,No,1499,10,770.61,0.13,266.69,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2025-09,1499,4970,4899,4899,0,No,1570,10,770.61,0.13,258.78,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2025-10,1570,2878,3373,3373,0,No,1075,10,770.61,0.13,264.25,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2025-11,1075,3530,2861,2861,0,No,1744,10,770.61,0.13,258.01,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2025-12,1744,2514,2558,2558,0,No,1700,10,770.61,0.13,255.24,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2026-01,1700,0,2718,1700,1018,Yes,0,10,770.61,0.13,259.33,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2026-02,0,3419,2708,2708,0,No,711,10,770.61,0.13,253.63,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2026-03,711,2659,2473,2473,0,No,897,10,770.61,0.13,258.97,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2026-04,897,3995,3551,3551,0,No,1341,10,770.61,0.13,264.55,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2026-05,1341,4611,3632,3632,0,No,2320,10,770.61,0.13,264.68,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2026-06,2320,4377,5825,5825,0,No,872,10,770.61,0.13,256.39,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2026-07,872,8031,7912,7912,0,No,991,10,770.61,0.13,252.81,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2025-08,163,543,626,626,0,No,80,7,160.69,0.26,261.63,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2025-09,80,725,707,707,0,No,98,7,160.69,0.26,263.56,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2025-10,98,266,356,356,0,No,8,7,160.69,0.26,271.49,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2025-11,8,339,304,304,0,No,43,7,160.69,0.26,273.66,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2025-12,43,174,233,217,16,Yes,0,7,160.69,0.26,269.7,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2026-01,0,273,298,273,25,Yes,0,7,160.69,0.26,271.91,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2026-02,0,0,279,0,279,Yes,0,7,160.69,0.26,272.57,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2026-03,0,290,288,288,0,No,2,7,160.69,0.26,277.18,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2026-04,2,393,369,369,0,No,26,7,160.69,0.26,270.7,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2026-05,26,527,438,438,0,No,115,7,160.69,0.26,275,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2026-06,115,509,620,620,0,No,4,7,160.69,0.26,275.68,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2026-07,4,0,854,4,850,Yes,0,7,160.69,0.26,283.31,12
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2025-08,81,758,671,671,0,No,168,5,424.52,0.12,287.01,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2025-09,168,0,604,168,436,Yes,0,5,424.52,0.12,284.15,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2025-10,0,386,406,386,20,Yes,0,5,424.52,0.12,286.55,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2025-11,0,276,300,276,24,Yes,0,5,424.52,0.12,294.36,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2025-12,0,186,229,186,43,Yes,0,5,424.52,0.12,287.17,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2026-01,0,0,282,0,282,Yes,0,5,424.52,0.12,295.08,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2026-02,0,190,215,190,25,Yes,0,5,424.52,0.12,298.48,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2026-03,0,204,278,204,74,Yes,0,5,424.52,0.12,290.67,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2026-04,0,304,379,304,75,Yes,0,5,416.67,0.12,287.07,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2026-05,0,0,454,0,454,Yes,0,5,416.67,0.12,290.83,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2026-06,0,785,700,700,0,No,85,5,416.67,0.12,283.01,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2026-07,85,736,726,726,0,No,95,5,416.67,0.12,284.5,18
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2025-08,279,1956,2478,2235,243,Yes,0,3,393.53,0.13,220.41,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2025-09,0,2167,2320,2167,153,Yes,0,3,393.53,0.13,222.09,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2025-10,0,1891,1653,1653,0,No,238,3,393.53,0.13,215.78,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2025-11,238,1087,1116,1116,0,No,209,3,393.53,0.13,220.94,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2025-12,209,1217,992,992,0,No,434,3,393.53,0.13,227.51,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2026-01,434,672,930,930,0,No,176,3,393.53,0.13,234.02,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2026-02,176,918,838,838,0,No,256,3,393.53,0.13,237.49,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2026-03,256,1433,1173,1173,0,No,516,3,393.53,0.13,232.35,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2026-04,516,1060,1241,1241,0,No,335,3,393.53,0.13,235.94,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2026-05,335,0,1651,335,1316,Yes,0,3,393.53,0.13,229.34,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2026-06,0,0,2496,0,2496,Yes,0,3,393.53,0.13,222.7,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2026-07,0,3453,3124,3124,0,No,329,3,393.53,0.13,220.25,12
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2025-08,128,861,1011,989,22,Yes,0,4,779.77,0.24,243.66,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2025-09,0,1234,981,981,0,No,253,4,779.77,0.24,243.49,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2025-10,253,398,549,549,0,No,102,4,779.77,0.24,247.64,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2025-11,102,513,494,494,0,No,121,4,779.77,0.24,250.45,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2025-12,121,239,338,338,0,No,22,4,779.77,0.24,249.62,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2026-01,22,400,352,352,0,No,70,4,779.77,0.24,246.15,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2026-02,70,350,411,411,0,No,9,4,779.77,0.24,253.78,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2026-03,9,555,497,497,0,No,67,4,779.77,0.24,252.65,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2026-04,67,640,568,568,0,No,139,4,779.77,0.24,251.9,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2026-05,139,434,543,543,0,No,30,4,779.77,0.24,246.74,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2026-06,30,955,809,809,0,No,176,4,779.77,0.24,251.27,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2026-07,176,1548,1227,1227,0,No,497,4,779.77,0.24,254.24,36
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2025-08,120,0,1636,120,1516,Yes,0,3,277.14,0.24,331.78,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2025-09,0,0,1489,0,1489,Yes,0,3,277.14,0.24,325.94,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2025-10,0,762,758,758,0,No,4,3,277.14,0.24,317.21,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2025-11,4,624,678,628,50,Yes,0,3,277.14,0.24,320.98,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2025-12,0,469,497,469,28,Yes,0,3,277.14,0.24,324.21,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2026-01,0,695,536,536,0,No,159,3,277.14,0.24,319.47,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2026-02,159,617,546,546,0,No,230,3,277.14,0.24,328.89,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2026-03,230,630,650,650,0,No,210,3,277.14,0.24,321.6,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2026-04,210,579,801,789,12,Yes,0,3,277.14,0.24,320.19,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2026-05,0,1020,911,911,0,No,109,3,277.14,0.24,329.46,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2026-06,109,1364,1580,1473,107,Yes,0,3,277.14,0.24,327.78,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2026-07,0,2069,1815,1815,0,No,254,3,277.14,0.24,330.68,6
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2025-08,149,1531,1401,1401,0,No,279,3,454.25,0.23,288.18,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2025-09,279,0,1344,279,1065,Yes,0,3,454.25,0.23,286.32,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2025-10,0,1588,1264,1264,0,No,324,3,454.25,0.23,282.22,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2025-11,324,1493,1301,1301,0,No,516,3,454.25,0.23,291.01,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2025-12,516,835,1175,1175,0,No,176,3,454.25,0.23,289.36,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2026-01,176,1333,1376,1376,0,No,133,3,454.25,0.23,296.52,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2026-02,133,1274,1425,1407,18,Yes,0,3,454.25,0.23,291.62,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2026-03,0,1204,1359,1204,155,Yes,0,3,454.25,0.23,286.41,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2026-04,0,1675,1444,1444,0,No,231,3,452.79,0.23,277.9,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2026-05,231,1040,1461,1271,190,Yes,0,3,452.79,0.23,280.65,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2026-06,0,1650,1356,1356,0,No,294,3,452.79,0.23,278.26,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2026-07,294,1313,1427,1427,0,No,180,3,452.79,0.23,284.88,18
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2025-08,698,1832,2269,2269,0,No,261,10,571.41,0.25,145.23,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2025-09,261,1694,1894,1894,0,No,61,10,571.41,0.25,149.51,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2025-10,61,1303,1277,1277,0,No,87,10,571.41,0.25,146.63,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2025-11,87,589,784,676,108,Yes,0,10,571.41,0.25,150,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2025-12,0,952,853,853,0,No,99,10,571.41,0.25,152.53,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2026-01,99,1126,876,876,0,No,349,10,571.41,0.25,155.01,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2026-02,349,1003,807,807,0,No,545,10,571.41,0.25,158.16,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2026-03,545,1272,983,983,0,No,834,10,571.41,0.25,158.3,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2026-04,834,981,905,905,0,No,910,10,571.41,0.25,158.3,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2026-05,910,1428,1331,1331,0,No,1007,10,571.41,0.25,154.93,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2026-06,1007,1540,1719,1719,0,No,828,10,571.41,0.25,150.65,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2026-07,828,2040,2185,2185,0,No,683,10,571.41,0.25,154.5,12
MED0112,Ciprofloxacin 10ml Inhaler,Gastrointestinal,Aurobindo,No,2025-08,229,903,775,775,0,No,357,5,421.36,0.24,65.31,18
MED0112,Ciprofloxacin 10ml Inhaler,Gastrointestinal,Aurobindo,No,2025-09,357,518,661,661,0,No,214,5,421.36,0.24,65.79,18
MED0112,Ciprofloxacin 10ml Inhaler,Gastrointestinal,Aurobindo,No,2025-10,214,0,765,214,551,Yes,0,5,421.36,0.24,67.01,18
MED0112,Ciprofloxacin 10ml Inhaler,Gastrointestinal,Aurobindo,No,2025-11,0,871,792,792,0,No,79,5,421.36,0.24,66.93,18
MED0112,Ciprofloxacin 10ml Inhaler,Gastrointestinal,Aurobindo,No,2025-12,79,0,704,79,625,Yes,0,5,421.36,0.24,65.36,18
MED0112,Ciprofloxacin 10ml Inhaler,Gastrointestinal,Aurobindo,No,2026-01,0,661,698,661,37,Yes,0,5,421.36,0.24,63.82,18
MED0112,Ciprofloxacin 10ml Inhaler,Gastrointestinal,Aurobindo,No,2026-02,0,604,703,604,99,Yes,0,5,421.36,0.24,64.58,18
MED0112,Ciprofloxacin 10ml Inhaler,Gastrointestinal,Aurobindo,No,2026-03,0,541,707,541,166,Yes,0,5,421.36,0.24,64.29,18
MED0112,Ciprofloxacin 10ml Inhaler,Gastrointestinal,Aurobindo,No,2026-04,0,760,747,747,0,No,13,5,421.36,0.24,63.06,18
MED0112,Ciprofloxacin 10ml Inhaler,Gastrointestinal,Aurobindo,No,2026-05,13,671,801,684,117,Yes,0,5,421.36,0.24,63.03,18
MED0112,Ciprofloxacin 10ml Inhaler,Gastrointestinal,Aurobindo,No,2026-06,0,649,800,649,151,Yes,0,5,421.36,0.24,61.24,18
MED0112,Ciprofloxacin 10ml Inhaler,Gastrointestinal,Aurobindo,No,2026-07,0,714,779,714,65,Yes,0,5,421.36,0.24,61.58,18
MED0113,ORS 10ml Injection,Antidiabetic,Alkem,No,2025-08,683,2269,1829,1829,0,No,1123,5,444.51,0.24,110.82,12
MED0113,ORS 10ml Injection,Antidiabetic,Alkem,No,2025-09,1123,0,1707,1123,584,Yes,0,5,444.51,0.24,109.21,12
MED0113,ORS 10ml Injection,Antidiabetic,Alkem,No,2025-10,0,1497,1733,1497,236,Yes,0,5,444.51,0.24,111.29,12
MED0113,ORS 10ml Injection,Antidiabetic,Alkem,No,2025-11,0,1923,1693,1693,0,No,230,5,444.51,0.24,109.97,12
MED0113,ORS 10ml Injection,Antidiabetic,Alkem,No,2025-12,230,2535,2013,2013,0,No,752,5,444.51,0.24,109.66,12
MED0113,ORS 10ml Injection,Antidiabetic,Alkem,No,2026-01,752,0,1672,752,920,Yes,0,5,444.51,0.24,106.25,12
MED0113,ORS 10ml Injection,Antidiabetic,Alkem,No,2026-02,0,0,1834,0,1834,Yes,0,5,444.51,0.24,103.26,12
MED0113,ORS 10ml Injection,Antidiabetic,Alkem,No,2026-03,0,2013,1692,1692,0,No,321,5,444.51,0.24,102.51,12
MED0113,ORS 10ml Injection,Antidiabetic,Alkem,No,2026-04,321,2483,1941,1941,0,No,863,5,444.51,0.24,102.37,12
MED0113,ORS 10ml Injection,Antidiabetic,Alkem,No,2026-05,863,1945,1534,1534,0,No,1274,5,444.51,0.24,103.07,12
MED0113,ORS 10ml Injection,Antidiabetic,Alkem,No,2026-06,1274,1804,1714,1714,0,No,1364,5,444.51,0.24,101.62,12
MED0113,ORS 10ml Injection,Antidiabetic,Alkem,No,2026-07,1364,1233,1701,1701,0,No,896,5,444.51,0.24,102.98,12
MED0114,Cefixime 10mg Suspension,Analgesic,Lupin,No,2025-08,76,735,888,811,77,Yes,0,3,768.64,0.19,302.34,18
MED0114,Cefixime 10mg Suspension,Analgesic,Lupin,No,2025-09,0,564,734,564,170,Yes,0,3,768.64,0.19,309.2,18
MED0114,Cefixime 10mg Suspension,Analgesic,Lupin,No,2025-10,0,403,514,403,111,Yes,0,3,768.64,0.19,314.53,18
MED0114,Cefixime 10mg Suspension,Analgesic,Lupin,No,2025-11,0,0,557,0,557,Yes,0,3,768.64,0.19,305.76,18
MED0114,Cefixime 10mg Suspension,Analgesic,Lupin,No,2025-12,0,618,488,488,0,No,130,3,768.64,0.19,305.39,18
MED0114,Cefixime 10mg Suspension,Analgesic,Lupin,No,2026-01,130,444,487,487,0,No,87,3,768.64,0.19,297.86,18
MED0114,Cefixime 10mg Suspension,Analgesic,Lupin,No,2026-02,87,499,595,586,9,Yes,0,3,768.64,0.19,292.95,18
MED0114,Cefixime 10mg Suspension,Analgesic,Lupin,No,2026-03,0,562,583,562,21,Yes,0,3,768.64,0.19,302.22,18
MED0114,Cefixime 10mg Suspension,Analgesic,Lupin,No,2026-04,0,0,862,0,862,Yes,0,3,768.64,0.19,295.41,18
MED0114,Cefixime 10mg Suspension,Analgesic,Lupin,No,2026-05,0,1595,1402,1402,0,No,193,3,768.64,0.19,295.39,18
MED0114,Cefixime 10mg Suspension,Analgesic,Lupin,No,2026-06,193,870,1079,1063,16,Yes,0,3,768.64,0.19,297.64,18
MED0114,Cefixime 10mg Suspension,Analgesic,Lupin,No,2026-07,0,866,1080,866,214,Yes,0,3,768.64,0.19,301.5,18
MED0115,Phenytoin 100mg Ointment,Analgesic,Mankind,No,2025-08,1215,8158,6435,6435,0,No,2938,4,485.15,0.22,285.82,12
MED0115,Phenytoin 100mg Ointment,Analgesic,Mankind,No,2025-09,2938,4840,5173,5173,0,No,2605,4,485.15,0.22,286.89,12
MED0115,Phenytoin 100mg Ointment,Analgesic,Mankind,No,2025-10,2605,5814,4929,4929,0,No,3490,4,485.15,0.22,278.06,12
MED0115,Phenytoin 100mg Ointment,Analgesic,Mankind,No,2025-11,3490,5929,5153,5153,0,No,4266,4,485.15,0.22,274.94,12
MED0115,Phenytoin 100mg Ointment,Analgesic,Mankind,No,2025-12,4266,6866,5945,5945,0,No,5187,4,485.15,0.22,275.26,12
MED0115,Phenytoin 100mg Ointment,Analgesic,Mankind,No,2026-01,5187,5298,5567,5567,0,No,4918,4,485.15,0.22,267.84,12
MED0115,Phenytoin 100mg Ointment,Analgesic,Mankind,No,2026-02,4918,8347,6626,6626,0,No,6639,4,485.15,0.22,265.15,12
MED0115,Phenytoin 100mg Ointment,Analgesic,Mankind,No,2026-03,6639,6678,5341,5341,0,No,7976,4,485.15,0.22,260.1,12
MED0115,Phenytoin 100mg Ointment,Analgesic,Mankind,No,2026-04,7976,4771,5703,5703,0,No,7044,4,485.15,0.22,260.1,12
MED0115,Phenytoin 100mg Ointment,Analgesic,Mankind,No,2026-05,7044,5599,5267,5267,0,No,7376,4,485.15,0.22,260.1,12
MED0115,Phenytoin 100mg Ointment,Analgesic,Mankind,No,2026-06,7376,4444,6117,6117,0,No,5703,4,485.15,0.22,260.1,12
MED0115,Phenytoin 100mg Ointment,Analgesic,Mankind,No,2026-07,5703,4480,6341,6341,0,No,3842,4,485.15,0.22,261.32,12
MED0116,Cetirizine 100mg Injection,Vaccine,Glenmark,Yes,2025-08,210,1496,1756,1706,50,Yes,0,3,620.91,0.18,226.58,36
MED0116,Cetirizine 100mg Injection,Vaccine,Glenmark,Yes,2025-09,0,1861,1812,1812,0,No,49,3,620.91,0.18,229.28,36
MED0116,Cetirizine 100mg Injection,Vaccine,Glenmark,Yes,2025-10,49,1430,1502,1479,23,Yes,0,3,620.91,0.18,233.57,36
MED0116,Cetirizine 100mg Injection,Vaccine,Glenmark,Yes,2025-11,0,1941,1851,1851,0,No,90,3,620.91,0.18,229.29,36
MED0116,Cetirizine 100mg Injection,Vaccine,Glenmark,Yes,2025-12,90,0,1683,90,1593,Yes,0,3,620.91,0.18,224.54,36
MED0116,Cetirizine 100mg Injection,Vaccine,Glenmark,Yes,2026-01,0,0,1638,0,1638,Yes,0,3,620.91,0.18,218.9,36
MED0116,Cetirizine 100mg Injection,Vaccine,Glenmark,Yes,2026-02,0,1514,1637,1514,123,Yes,0,3,620.91,0.18,220.85,36
MED0116,Cetirizine 100mg Injection,Vaccine,Glenmark,Yes,2026-03,0,1548,1809,1548,261,Yes,0,3,620.91,0.18,223.8,36
MED0116,Cetirizine 100mg Injection,Vaccine,Glenmark,Yes,2026-04,0,1747,1902,1747,155,Yes,0,3,636.49,0.18,217.11,36
MED0116,Cetirizine 100mg Injection,Vaccine,Glenmark,Yes,2026-05,0,0,1478,0,1478,Yes,0,3,636.49,0.18,223.34,36
MED0116,Cetirizine 100mg Injection,Vaccine,Glenmark,Yes,2026-06,0,2146,1667,1667,0,No,479,3,636.49,0.18,216.94,36
MED0116,Cetirizine 100mg Injection,Vaccine,Glenmark,Yes,2026-07,479,1657,1662,1662,0,No,474,3,636.49,0.18,217.53,36
MED0117,Ampicillin 10mg Suspension,Anesthetic,GSK,No,2025-08,730,2099,2044,2044,0,No,785,5,287.71,0.21,90.69,18
MED0117,Ampicillin 10mg Suspension,Anesthetic,GSK,No,2025-09,785,2011,1678,1678,0,No,1118,5,287.71,0.21,92.81,18
MED0117,Ampicillin 10mg Suspension,Anesthetic,GSK,No,2025-10,1118,0,2047,1118,929,Yes,0,5,287.71,0.21,94.03,18
MED0117,Ampicillin 10mg Suspension,Anesthetic,GSK,No,2025-11,0,1449,2028,1449,579,Yes,0,5,287.71,0.21,95.75,18
MED0117,Ampicillin 10mg Suspension,Anesthetic,GSK,No,2025-12,0,0,1774,0,1774,Yes,0,5,287.71,0.21,94.83,18
MED0117,Ampicillin 10mg Suspension,Anesthetic,GSK,No,2026-01,0,2184,1788,1788,0,No,396,5,287.71,0.21,96.63,18
MED0117,Ampicillin 10mg Suspension,Anesthetic,GSK,No,2026-02,396,1519,1685,1685,0,No,230,5,287.71,0.21,94.23,18
MED0117,Ampicillin 10mg Suspension,Anesthetic,GSK,No,2026-03,230,0,1924,230,1694,Yes,0,5,287.71,0.21,96.49,18
MED0117,Ampicillin 10mg Suspension,Anesthetic,GSK,No,2026-04,0,1420,1932,1420,512,Yes,0,5,287.71,0.21,96.76,18
MED0117,Ampicillin 10mg Suspension,Anesthetic,GSK,No,2026-05,0,1876,1673,1673,0,No,203,5,287.71,0.21,98.57,18
