Medicine_ID,Medicine_Name,Category,Manufacturer,Is_Critical,Month,Opening_Stock,Restock_Qty,Monthly_Demand,Demand_Std_Dev,Fulfilled_Demand,Stockout_Units,Stockout_Flag,Closing_Stock,Lead_Time_Days,Unit_Cost_INR,Holding_Cost_Percent,Ordering_Cost_INR,Shelf_Life_Months
MED0097,Metronidazole 10ml Ointment,Antibiotic,Alkem,No,2025-10,0,793,753,138,753,0,No,40,5,384.73,0.21,295.65,12
MED0097,Metronidazole 10ml Ointment,Antibiotic,Alkem,No,2025-11,40,0,532,83.5,40,492,Yes,0,5,384.73,0.21,295.65,12
MED0097,Metronidazole 10ml Ointment,Antibiotic,Alkem,No,2025-12,0,489,416,123.9,416,0,No,73,5,384.73,0.21,295.65,12
MED0097,Metronidazole 10ml Ointment,Antibiotic,Alkem,No,2026-01,73,536,476,114.5,476,0,No,133,5,384.73,0.21,295.65,12
MED0097,Metronidazole 10ml Ointment,Antibiotic,Alkem,No,2026-02,133,405,452,78.8,452,0,No,86,5,384.73,0.21,295.65,12
MED0097,Metronidazole 10ml Ointment,Antibiotic,Alkem,No,2026-03,86,597,557,155.6,557,0,No,126,5,384.73,0.21,295.65,12
MED0097,Metronidazole 10ml Ointment,Antibiotic,Alkem,No,2026-04,126,669,656,195.5,656,0,No,139,5,384.73,0.21,295.65,12
MED0097,Metronidazole 10ml Ointment,Antibiotic,Alkem,No,2026-05,139,808,853,277,853,0,No,94,5,384.73,0.21,295.65,12
MED0097,Metronidazole 10ml Ointment,Antibiotic,Alkem,No,2026-06,94,0,1311,349.4,94,1217,Yes,0,5,384.73,0.21,295.65,12
MED0097,Metronidazole 10ml Ointment,Antibiotic,Alkem,No,2026-07,0,1776,1538,240.2,1538,0,No,238,5,384.73,0.21,295.65,12
MED0098,Clopidogrel 1g Inhaler,Antidiabetic,Cadila,No,2025-08,357,1143,1273,342.9,1273,0,No,227,3,126.29,0.15,143.54,9
MED0098,Clopidogrel 1g Inhaler,Antidiabetic,Cadila,No,2025-09,227,983,1289,338.4,1210,79,Yes,0,3,126.29,0.15,143.54,9
MED0098,Clopidogrel 1g Inhaler,Antidiabetic,Cadila,No,2025-10,0,1888,1519,452,1519,0,No,369,3,126.29,0.15,143.54,9
MED0098,Clopidogrel 1g Inhaler,Antidiabetic,Cadila,No,2025-11,369,1255,1430,487.1,1430,0,No,194,3,126.29,0.15,143.54,9
MED0098,Clopidogrel 1g Inhaler,Antidiabetic,Cadila,No,2025-12,194,1378,1319,312.7,1319,0,No,253,3,126.29,0.15,143.54,9
MED0098,Clopidogrel 1g Inhaler,Antidiabetic,Cadila,No,2026-01,253,1148,1506,451.8,1401,105,Yes,0,3,126.29,0.15,143.54,9
MED0098,Clopidogrel 1g Inhaler,Antidiabetic,Cadila,No,2026-02,0,1254,1628,345.1,1254,374,Yes,0,3,126.29,0.15,143.54,9
MED0098,Clopidogrel 1g Inhaler,Antidiabetic,Cadila,No,2026-03,0,1217,1672,281.2,1217,455,Yes,0,3,126.29,0.15,143.54,9
MED0098,Clopidogrel 1g Inhaler,Antidiabetic,Cadila,No,2026-04,0,1961,1560,499.3,1560,0,No,401,3,126.29,0.15,143.54,9
MED0098,Clopidogrel 1g Inhaler,Antidiabetic,Cadila,No,2026-05,401,1325,1509,416.5,1509,0,No,217,3,126.29,0.15,143.54,9
MED0098,Clopidogrel 1g Inhaler,Antidiabetic,Cadila,No,2026-06,217,1806,1405,465.3,1405,0,No,618,3,126.29,0.15,143.54,9
MED0098,Clopidogrel 1g Inhaler,Antidiabetic,Cadila,No,2026-07,618,1557,1647,289,1647,0,No,528,3,126.29,0.15,143.54,9
MED0099,Hydrocortisone 1mg Inhaler,Vitamin/Supplement,Sun Pharma,No,2025-08,2113,2257,2528,659.2,2528,0,No,1842,10,183.29,0.27,40.35,24
MED0099,Hydrocortisone 1mg Inhaler,Vitamin/Supplement,Sun Pharma,No,2025-09,1842,1742,2224,732,2224,0,No,1360,10,183.29,0.27,40.35,24
MED0099,Hydrocortisone 1mg Inhaler,Vitamin/Supplement,Sun Pharma,No,2025-10,1360,2353,2761,759.7,2761,0,No,952,10,183.29,0.27,40.35,24
MED0099,Hydrocortisone 1mg Inhaler,Vitamin/Supplement,Sun Pharma,No,2025-11,952,3010,2825,819.4,2825,0,No,1137,10,183.29,0.27,40.35,24
MED0099,Hydrocortisone 1mg Inhaler,Vitamin/Supplement,Sun Pharma,No,2025-12,1137,1845,2237,547.6,2237,0,No,745,10,183.29,0.27,40.35,24
MED0099,Hydrocortisone 1mg Inhaler,Vitamin/Supplement,Sun Pharma,No,2026-01,745,2204,2673,888.1,2673,0,No,276,10,183.29,0.27,40.35,24
MED0099,Hydrocortisone 1mg Inhaler,Vitamin/Supplement,Sun Pharma,No,2026-02,276,3252,2663,863.4,2663,0,No,865,10,183.29,0.27,40.35,24
MED0099,Hydrocortisone 1mg Inhaler,Vitamin/Supplement,Sun Pharma,No,2026-03,865,0,2577,774.1,865,1712,Yes,0,10,183.29,0.27,40.35,24
MED0099,Hydrocortisone 1mg Inhaler,Vitamin/Supplement,Sun Pharma,No,2026-04,0,3059,2433,554.5,2433,0,No,626,10,183.29,0.27,40.35,24
MED0099,Hydrocortisone 1mg Inhaler,Vitamin/Supplement,Sun Pharma,No,2026-05,626,2593,2836,501.7,2836,0,No,383,10,183.29,0.27,40.35,24
MED0099,Hydrocortisone 1mg Inhaler,Vitamin/Supplement,Sun Pharma,No,2026-06,383,3051,2389,652.1,2389,0,No,1045,10,183.29,0.27,40.35,24
MED0099,Hydrocortisone 1mg Inhaler,Vitamin/Supplement,Sun Pharma,No,2026-07,1045,2200,2667,847.1,2667,0,No,578,10,183.29,0.27,40.35,24
MED0100,Fentanyl 2.5mg Ointment,Analgesic,Aurobindo,No,2025-08,203,1066,1158,345.7,1158,0,No,111,3,301.67,0.12,293.79,9
MED0100,Fentanyl 2.5mg Ointment,Analgesic,Aurobindo,No,2025-09,111,1260,1093,373.7,1093,0,No,278,3,301.67,0.12,293.79,9
MED0100,Fentanyl 2.5mg Ointment,Analgesic,Aurobindo,No,2025-10,278,1514,1225,248.8,1225,0,No,567,3,301.67,0.12,293.79,9
MED0100,Fentanyl 2.5mg Ointment,Analgesic,Aurobindo,No,2025-11,567,842,1131,383.4,1131,0,No,278,3,301.67,0.12,293.79,9
MED0100,Fentanyl 2.5mg Ointment,Analgesic,Aurobindo,No,2025-12,278,1410,1273,406.8,1273,0,No,415,3,301.67,0.12,293.79,9
MED0100,Fentanyl 2.5mg Ointment,Analgesic,Aurobindo,No,2026-01,415,1342,1289,406.5,1289,0,No,468,3,301.67,0.12,293.79,9
MED0100,Fentanyl 2.5mg Ointment,Analgesic,Aurobindo,No,2026-02,468,1124,1099,370.3,1099,0,No,493,3,301.67,0.12,293.79,9
MED0100,Fentanyl 2.5mg Ointment,Analgesic,Aurobindo,No,2026-03,493,816,1121,294.8,1121,0,No,188,3,301.67,0.12,293.79,9
MED0100,Fentanyl 2.5mg Ointment,Analgesic,Aurobindo,No,2026-04,188,995,1270,303.4,1183,87,Yes,0,3,301.67,0.12,293.79,9
MED0100,Fentanyl 2.5mg Ointment,Analgesic,Aurobindo,No,2026-05,0,736,970,193.1,736,234,Yes,0,3,301.67,0.12,293.79,9
MED0100,Fentanyl 2.5mg Ointment,Analgesic,Aurobindo,No,2026-06,0,1034,1279,246.9,1034,245,Yes,0,3,301.67,0.12,293.79,9
MED0100,Fentanyl 2.5mg Ointment,Analgesic,Aurobindo,No,2026-07,0,1039,973,296.1,973,0,No,66,3,301.67,0.12,293.79,9
MED0101,Nitroglycerin 1mg Drops,Dermatological,Abbott,Yes,2025-08,238,1476,1740,426.6,1714,26,Yes,0,3,616.8,0.27,91.58,9
MED0101,Nitroglycerin 1mg Drops,Dermatological,Abbott,Yes,2025-09,0,1936,1989,473.2,1936,53,Yes,0,3,616.8,0.27,91.58,9
MED0101,Nitroglycerin 1mg Drops,Dermatological,Abbott,Yes,2025-10,0,1839,1620,501.8,1620,0,No,219,3,616.8,0.27,91.58,9
MED0101,Nitroglycerin 1mg Drops,Dermatological,Abbott,Yes,2025-11,219,1990,1619,552.1,1619,0,No,590,3,616.8,0.27,91.58,9
MED0101,Nitroglycerin 1mg Drops,Dermatological,Abbott,Yes,2025-12,590,2309,2032,698.1,2032,0,No,867,3,616.8,0.27,91.58,9
MED0101,Nitroglycerin 1mg Drops,Dermatological,Abbott,Yes,2026-01,867,1428,1787,333.9,1787,0,No,508,3,616.8,0.27,91.58,9
MED0101,Nitroglycerin 1mg Drops,Dermatological,Abbott,Yes,2026-02,508,2289,2128,360.2,2128,0,No,669,3,616.8,0.27,91.58,9
MED0101,Nitroglycerin 1mg Drops,Dermatological,Abbott,Yes,2026-03,669,0,1881,531.3,669,1212,Yes,0,3,616.8,0.27,91.58,9
MED0101,Nitroglycerin 1mg Drops,Dermatological,Abbott,Yes,2026-04,0,2187,1890,392.1,1890,0,No,297,3,616.8,0.27,91.58,9
MED0101,Nitroglycerin 1mg Drops,Dermatological,Abbott,Yes,2026-05,297,1735,2123,334.4,2032,91,Yes,0,3,616.8,0.27,91.58,9
MED0101,Nitroglycerin 1mg Drops,Dermatological,Abbott,Yes,2026-06,0,1330,1587,315,1330,257,Yes,0,3,616.8,0.27,91.58,9
MED0101,Nitroglycerin 1mg Drops,Dermatological,Abbott,Yes,2026-07,0,1747,1865,610.9,1747,118,Yes,0,3,616.8,0.27,91.58,9
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2025-08,720,597,651,120.7,651,0,No,666,21,541,0.19,240.75,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2025-09,666,669,729,219.7,729,0,No,606,21,541,0.19,240.75,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2025-10,606,502,602,183.7,602,0,No,506,21,541,0.19,240.75,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2025-11,506,501,599,109.7,599,0,No,408,21,541,0.19,240.75,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2025-12,408,815,665,159.8,665,0,No,558,21,541,0.19,240.75,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2026-01,558,0,732,175.8,558,174,Yes,0,21,541,0.19,240.75,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2026-02,0,703,645,174.9,645,0,No,58,21,541,0.19,240.75,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2026-03,58,679,591,165.1,591,0,No,146,21,541,0.19,240.75,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2026-04,146,0,628,183.4,146,482,Yes,0,21,541,0.19,240.75,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2026-05,0,754,641,186.5,641,0,No,113,21,541,0.19,240.75,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2026-06,113,677,685,183.2,685,0,No,105,21,541,0.19,240.75,24
MED0102,Rosuvastatin 1g Syrup,Emergency/Critical Care,Zydus,No,2026-07,105,651,679,166,679,0,No,77,21,541,0.19,240.75,24
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2025-08,711,819,713,107.8,713,0,No,817,21,341.23,0.19,90.72,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2025-09,817,849,848,161.5,848,0,No,818,21,341.23,0.19,90.72,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2025-10,818,658,877,255.5,877,0,No,599,21,341.23,0.19,90.72,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2025-11,599,647,714,108.4,714,0,No,532,21,341.23,0.19,90.72,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2025-12,532,659,847,184.5,847,0,No,344,21,341.23,0.19,90.72,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2026-01,344,639,703,153.4,703,0,No,280,21,341.23,0.19,90.72,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2026-02,280,1011,841,142.5,841,0,No,450,21,341.23,0.19,90.72,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2026-03,450,510,678,229.5,678,0,No,282,21,341.23,0.19,90.72,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2026-04,282,773,731,164.1,731,0,No,324,21,341.23,0.19,90.72,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2026-05,324,0,813,245.1,324,489,Yes,0,21,341.23,0.19,90.72,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2026-06,0,1057,857,249.5,857,0,No,200,21,341.23,0.19,90.72,12
MED0103,Ibuprofen 250mg Drops,Emergency/Critical Care,Mankind,No,2026-07,200,823,826,157.2,826,0,No,197,21,341.23,0.19,90.72,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2025-08,1472,7445,7418,1303.5,7418,0,No,1499,10,770.61,0.13,266.69,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2025-09,1499,4970,4899,1640.9,4899,0,No,1570,10,770.61,0.13,266.69,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2025-10,1570,2878,3373,588,3373,0,No,1075,10,770.61,0.13,266.69,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2025-11,1075,3530,2861,982.1,2861,0,No,1744,10,770.61,0.13,266.69,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2025-12,1744,2514,2558,626.8,2558,0,No,1700,10,770.61,0.13,266.69,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2026-01,1700,0,2718,566.2,1700,1018,Yes,0,10,770.61,0.13,266.69,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2026-02,0,3419,2708,724.3,2708,0,No,711,10,770.61,0.13,266.69,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2026-03,711,2659,2473,618.7,2473,0,No,897,10,770.61,0.13,266.69,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2026-04,897,3995,3551,731.9,3551,0,No,1341,10,770.61,0.13,266.69,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2026-05,1341,4611,3632,1136.1,3632,0,No,2320,10,770.61,0.13,266.69,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2026-06,2320,4377,5825,999.7,5825,0,No,872,10,770.61,0.13,266.69,12
MED0104,Amoxicillin 500mg Drops,Gastrointestinal,Biocon,No,2026-07,872,8031,7912,1248,7912,0,No,991,10,770.61,0.13,266.69,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2025-08,163,543,626,171.8,626,0,No,80,7,160.69,0.26,261.63,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2025-09,80,725,707,149.1,707,0,No,98,7,160.69,0.26,261.63,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2025-10,98,266,356,119.8,356,0,No,8,7,160.69,0.26,261.63,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2025-11,8,339,304,82.1,304,0,No,43,7,160.69,0.26,261.63,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2025-12,43,174,233,48.2,217,16,Yes,0,7,160.69,0.26,261.63,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2026-01,0,273,298,50.2,273,25,Yes,0,7,160.69,0.26,261.63,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2026-02,0,0,279,50.4,0,279,Yes,0,7,160.69,0.26,261.63,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2026-03,0,290,288,50.6,288,0,No,2,7,160.69,0.26,261.63,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2026-04,2,393,369,113.6,369,0,No,26,7,160.69,0.26,261.63,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2026-05,26,527,438,107.2,438,0,No,115,7,160.69,0.26,261.63,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2026-06,115,509,620,93.7,620,0,No,4,7,160.69,0.26,261.63,12
MED0105,Glimepiride 5mg Tablet,Antidiabetic,Sun Pharma,No,2026-07,4,0,854,274.8,4,850,Yes,0,7,160.69,0.26,261.63,12
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2025-08,81,758,671,182.4,671,0,No,168,5,424.52,0.12,287.01,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2025-09,168,0,604,129.8,168,436,Yes,0,5,424.52,0.12,287.01,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2025-10,0,386,406,78.3,386,20,Yes,0,5,424.52,0.12,287.01,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2025-11,0,276,300,97.4,276,24,Yes,0,5,424.52,0.12,287.01,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2025-12,0,186,229,69.9,186,43,Yes,0,5,424.52,0.12,287.01,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2026-01,0,0,282,53.5,0,282,Yes,0,5,424.52,0.12,287.01,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2026-02,0,190,215,59,190,25,Yes,0,5,424.52,0.12,287.01,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2026-03,0,204,278,60.6,204,74,Yes,0,5,424.52,0.12,287.01,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2026-04,0,304,379,73.7,304,75,Yes,0,5,424.52,0.12,287.01,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2026-05,0,0,454,88.4,0,454,Yes,0,5,424.52,0.12,287.01,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2026-06,0,785,700,225.2,700,0,No,85,5,424.52,0.12,287.01,18
MED0106,Zinc Sulphate 50mg Tablet,Respiratory,Abbott,Yes,2026-07,85,736,726,232.7,726,0,No,95,5,424.52,0.12,287.01,18
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2025-08,279,1956,2478,813.5,2235,243,Yes,0,3,393.53,0.13,220.41,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2025-09,0,2167,2320,653.1,2167,153,Yes,0,3,393.53,0.13,220.41,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2025-10,0,1891,1653,329.5,1653,0,No,238,3,393.53,0.13,220.41,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2025-11,238,1087,1116,376.7,1116,0,No,209,3,393.53,0.13,220.41,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2025-12,209,1217,992,286.2,992,0,No,434,3,393.53,0.13,220.41,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2026-01,434,672,930,195.3,930,0,No,176,3,393.53,0.13,220.41,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2026-02,176,918,838,271.5,838,0,No,256,3,393.53,0.13,220.41,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2026-03,256,1433,1173,375.2,1173,0,No,516,3,393.53,0.13,220.41,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2026-04,516,1060,1241,416.2,1241,0,No,335,3,393.53,0.13,220.41,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2026-05,335,0,1651,423.7,335,1316,Yes,0,3,393.53,0.13,220.41,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2026-06,0,0,2496,531.5,0,2496,Yes,0,3,393.53,0.13,220.41,12
MED0107,Insulin 5ml Inhaler,Vitamin/Supplement,Lupin,No,2026-07,0,3453,3124,869.4,3124,0,No,329,3,393.53,0.13,220.41,12
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2025-08,128,861,1011,288.3,989,22,Yes,0,4,779.77,0.24,243.66,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2025-09,0,1234,981,328.5,981,0,No,253,4,779.77,0.24,243.66,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2025-10,253,398,549,187,549,0,No,102,4,779.77,0.24,243.66,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2025-11,102,513,494,122,494,0,No,121,4,779.77,0.24,243.66,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2025-12,121,239,338,82.4,338,0,No,22,4,779.77,0.24,243.66,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2026-01,22,400,352,53,352,0,No,70,4,779.77,0.24,243.66,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2026-02,70,350,411,139.3,411,0,No,9,4,779.77,0.24,243.66,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2026-03,9,555,497,151.6,497,0,No,67,4,779.77,0.24,243.66,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2026-04,67,640,568,166.1,568,0,No,139,4,779.77,0.24,243.66,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2026-05,139,434,543,123.4,543,0,No,30,4,779.77,0.24,243.66,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2026-06,30,955,809,142.9,809,0,No,176,4,779.77,0.24,243.66,36
MED0108,Povidone Iodine 5mg Ointment,Antibiotic,Torrent,No,2026-07,176,1548,1227,269,1227,0,No,497,4,779.77,0.24,243.66,36
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2025-08,120,0,1636,492.4,120,1516,Yes,0,3,277.14,0.24,331.78,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2025-09,0,0,1489,465.5,0,1489,Yes,0,3,277.14,0.24,331.78,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2025-10,0,762,758,121.1,758,0,No,4,3,277.14,0.24,331.78,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2025-11,4,624,678,138,628,50,Yes,0,3,277.14,0.24,331.78,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2025-12,0,469,497,104.4,469,28,Yes,0,3,277.14,0.24,331.78,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2026-01,0,695,536,94.5,536,0,No,159,3,277.14,0.24,331.78,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2026-02,159,617,546,123.6,546,0,No,230,3,277.14,0.24,331.78,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2026-03,230,630,650,215.1,650,0,No,210,3,277.14,0.24,331.78,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2026-04,210,579,801,272.8,789,12,Yes,0,3,277.14,0.24,331.78,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2026-05,0,1020,911,222.4,911,0,No,109,3,277.14,0.24,331.78,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2026-06,109,1364,1580,468.1,1473,107,Yes,0,3,277.14,0.24,331.78,6
MED0109,Ranitidine 250mg Inhaler,Vaccine,Cipla,No,2026-07,0,2069,1815,550.5,1815,0,No,254,3,277.14,0.24,331.78,6
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2025-08,149,1531,1401,359.3,1401,0,No,279,3,454.25,0.23,288.18,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2025-09,279,0,1344,257.9,279,1065,Yes,0,3,454.25,0.23,288.18,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2025-10,0,1588,1264,333.6,1264,0,No,324,3,454.25,0.23,288.18,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2025-11,324,1493,1301,391.3,1301,0,No,516,3,454.25,0.23,288.18,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2025-12,516,835,1175,263.5,1175,0,No,176,3,454.25,0.23,288.18,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2026-01,176,1333,1376,436.3,1376,0,No,133,3,454.25,0.23,288.18,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2026-02,133,1274,1425,434.8,1407,18,Yes,0,3,454.25,0.23,288.18,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2026-03,0,1204,1359,356.9,1204,155,Yes,0,3,454.25,0.23,288.18,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2026-04,0,1675,1444,415.3,1444,0,No,231,3,454.25,0.23,288.18,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2026-05,231,1040,1461,282.3,1271,190,Yes,0,3,454.25,0.23,288.18,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2026-06,0,1650,1356,330.7,1356,0,No,294,3,454.25,0.23,288.18,18
MED0110,Digoxin 500mg Tablet,Neuro/Psychiatric,Sun Pharma,Yes,2026-07,294,1313,1427,220.4,1427,0,No,180,3,454.25,0.23,288.18,18
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2025-08,698,1832,2269,481,2269,0,No,261,10,571.41,0.25,145.23,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2025-09,261,1694,1894,538.7,1894,0,No,61,10,571.41,0.25,145.23,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2025-10,61,1303,1277,386.1,1277,0,No,87,10,571.41,0.25,145.23,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2025-11,87,589,784,150.3,676,108,Yes,0,10,571.41,0.25,145.23,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2025-12,0,952,853,250.4,853,0,No,99,10,571.41,0.25,145.23,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2026-01,99,1126,876,228.6,876,0,No,349,10,571.41,0.25,145.23,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2026-02,349,1003,807,126,807,0,No,545,10,571.41,0.25,145.23,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2026-03,545,1272,983,262.2,983,0,No,834,10,571.41,0.25,145.23,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2026-04,834,981,905,256.5,905,0,No,910,10,571.41,0.25,145.23,12
MED0111,Domperidone 250mg Suspension,Emergency/Critical Care,GSK,No,2026-05,910,1428,1331,240.5,1331,0,No,1007,10,571.41,0.25,145.23,12
